leg,gopro_start,gopro_stop,gopro_dir,gopro_offset,cc_start,cc_stop,cc_dir,cc_offset,hobo_start,hobo_stop,gt31_start,gt31_stop,gt31_dir,gt31_offset
2014-07-28,09:31:21,10:49:00,pics,-23,08:08:25,11:45:45,compass,6,09:00:00,10:51:02,09:23:53,10:49:24,gps,7200
