"Titre de tracé : 10488577"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 10488577, SEN S/N: 10488577, LBL: Temp)","Intensité, Lux (LGR S/N: 10488577, SEN S/N: 10488577, LBL: Light)","Coupleur attaché (LGR S/N: 10488577)","Hôte connecté (LGR S/N: 10488577)","Arrêté (LGR S/N: 10488577)","Fin de fichier (LGR S/N: 10488577)"
764,07/28/14 10:37:10 AM,24.931,5166.7,,,,
765,07/28/14 10:37:20 AM,24.931,5511.1,,,,
766,07/28/14 10:37:30 AM,24.931,9300.1,,,,
767,07/28/14 10:37:40 AM,25.222,60622.6,,,,
768,07/28/14 10:37:50 AM,25.805,115734.1,,,,
769,07/28/14 10:38:00 AM,26.585,71644.9,,,,
770,07/28/14 10:38:10 AM,27.075,42711.4,,,,
771,07/28/14 10:38:20 AM,26.977,10333.4,,,,
772,07/28/14 10:38:30 AM,26.488,15155.7,,,,
773,07/28/14 10:38:40 AM,26.390,15155.7,,,,
774,07/28/14 10:38:50 AM,26.292,15155.7,,,,
775,07/28/14 10:39:00 AM,26.292,15844.5,,,,
776,07/28/14 10:39:10 AM,26.292,16533.4,,,,
777,07/28/14 10:39:20 AM,26.292,12400.1,,,,
778,07/28/14 10:39:30 AM,26.292,11022.3,,,,
779,07/28/14 10:39:40 AM,26.195,12400.1,,,,
780,07/28/14 10:39:50 AM,26.292,12400.1,,,,
781,07/28/14 10:40:00 AM,26.292,12400.1,,,,
782,07/28/14 10:40:10 AM,26.292,12400.1,,,,
783,07/28/14 10:40:20 AM,26.195,13089.0,,,,
784,07/28/14 10:40:30 AM,26.195,13777.9,,,,
785,07/28/14 10:40:40 AM,26.195,15155.7,,,,
786,07/28/14 10:40:50 AM,26.292,15844.5,,,,
787,07/28/14 10:41:00 AM,26.292,15155.7,,,,
788,07/28/14 10:41:10 AM,26.292,14466.8,,,,
789,07/28/14 10:41:20 AM,26.292,14466.8,,,,
790,07/28/14 10:41:30 AM,26.292,15844.5,,,,
791,07/28/14 10:41:40 AM,26.292,17222.3,,,,
792,07/28/14 10:41:50 AM,26.292,14466.8,,,,
793,07/28/14 10:42:00 AM,26.292,13777.9,,,,
794,07/28/14 10:42:10 AM,26.292,14466.8,,,,
795,07/28/14 10:42:20 AM,26.292,13777.9,,,,
796,07/28/14 10:42:30 AM,26.390,13777.9,,,,
797,07/28/14 10:42:40 AM,26.292,14466.8,,,,
798,07/28/14 10:42:50 AM,26.390,15155.7,,,,
799,07/28/14 10:43:00 AM,26.390,19977.9,,,,
800,07/28/14 10:43:10 AM,26.390,14466.8,,,,
801,07/28/14 10:43:20 AM,26.390,14466.8,,,,
802,07/28/14 10:43:30 AM,26.390,13777.9,,,,
803,07/28/14 10:43:40 AM,26.390,13777.9,,,,
804,07/28/14 10:43:50 AM,26.390,14466.8,,,,
805,07/28/14 10:44:00 AM,26.390,15155.7,,,,
806,07/28/14 10:44:10 AM,26.390,14466.8,,,,
807,07/28/14 10:44:20 AM,26.390,14466.8,,,,
808,07/28/14 10:44:30 AM,26.390,15844.5,,,,
809,07/28/14 10:44:40 AM,26.488,15844.5,,,,
810,07/28/14 10:44:50 AM,26.488,14466.8,,,,
811,07/28/14 10:45:00 AM,26.488,15155.7,,,,
812,07/28/14 10:45:10 AM,26.488,16533.4,,,,
813,07/28/14 10:45:20 AM,26.488,13089.0,,,,
814,07/28/14 10:45:30 AM,26.488,13777.9,,,,
815,07/28/14 10:45:40 AM,26.781,187379.0,,,,
816,07/28/14 10:45:50 AM,27.567,198401.3,,,,
817,07/28/14 10:46:00 AM,28.159,209423.6,,,,
818,07/28/14 10:46:10 AM,28.655,187379.0,,,,
819,07/28/14 10:46:20 AM,29.152,198401.3,,,,
820,07/28/14 10:46:30 AM,29.652,143289.8,,,,
821,07/28/14 10:46:40 AM,29.652,85422.8,,,,
822,07/28/14 10:46:50 AM,29.552,49600.3,,,,
823,07/28/14 10:47:00 AM,29.552,66133.8,,,,
824,07/28/14 10:47:10 AM,29.652,82667.2,,,,
825,07/28/14 10:47:20 AM,29.752,82667.2,,,,
826,07/28/14 10:47:30 AM,29.853,74400.5,,,,
827,07/28/14 10:47:40 AM,29.953,60622.6,,,,
828,07/28/14 10:47:50 AM,30.054,74400.5,,,,
829,07/28/14 10:48:00 AM,30.154,82667.2,,,,
830,07/28/14 10:48:10 AM,30.255,74400.5,,,,
831,07/28/14 10:48:20 AM,30.356,66133.8,,,,
832,07/28/14 10:48:30 AM,30.356,49600.3,,,,
833,07/28/14 10:48:40 AM,30.356,42711.4,,,,
834,07/28/14 10:48:50 AM,30.356,46844.8,,,,
835,07/28/14 10:49:00 AM,30.558,85422.8,,,,
836,07/28/14 10:49:10 AM,30.659,93689.5,,,,
837,07/28/14 10:49:20 AM,30.659,79911.6,,,,
838,07/28/14 10:49:30 AM,30.760,93689.5,,,,
839,07/28/14 10:49:40 AM,30.862,82667.2,,,,
840,07/28/14 10:49:50 AM,30.963,88178.4,,,,
841,07/28/14 10:50:00 AM,30.963,93689.5,,,,
842,07/28/14 10:50:10 AM,31.064,79911.6,,,,
843,07/28/14 10:50:20 AM,31.166,88178.4,,,,
844,07/28/14 10:50:30 AM,31.268,88178.4,,,,
845,07/28/14 10:50:40 AM,31.370,85422.8,,,,
846,07/28/14 10:50:50 AM,31.268,63378.2,,,,
847,07/28/14 10:51:00 AM,31.370,88178.4,,,,
848,07/28/14 10:51:10 AM,31.472,82667.2,,,,
849,07/28/14 10:51:20 AM,31.472,71644.9,,,,
850,07/28/14 10:51:30 AM,31.574,99200.7,,,,
851,07/28/14 10:51:40 AM,31.778,88178.4,,,,
852,07/28/14 10:51:50 AM,31.676,57867.0,,,,
853,07/28/14 10:52:00 AM,31.676,85422.8,,,,
854,07/28/14 10:52:10 AM,31.676,88178.4,,,,
855,07/28/14 10:52:20 AM,31.778,88178.4,,,,
856,07/28/14 10:52:30 AM,31.880,88178.4,,,,
857,07/28/14 10:52:40 AM,31.983,93689.5,,,,
858,07/28/14 10:52:50 AM,31.983,99200.7,,,,
859,07/28/14 10:53:00 AM,32.086,82667.2,,,,
860,07/28/14 10:53:10 AM,32.188,99200.7,,,,
861,07/28/14 10:53:20 AM,32.188,85422.8,,,,
862,07/28/14 10:53:30 AM,32.188,99200.7,,,,
863,07/28/14 10:53:40 AM,32.291,88178.4,,,,
864,07/28/14 10:53:50 AM,32.291,66133.8,,,,
865,07/28/14 10:54:00 AM,32.291,52355.9,,,,
866,07/28/14 10:54:10 AM,32.291,57867.0,,,,
867,07/28/14 10:54:20 AM,32.188,60622.6,,,,
868,07/28/14 10:54:30 AM,32.086,57867.0,,,,
869,07/28/14 10:54:40 AM,31.983,52355.9,,,,
870,07/28/14 10:54:50 AM,31.778,52355.9,,,,
871,07/28/14 10:55:00 AM,31.778,52355.9,,,,
872,07/28/14 10:55:10 AM,31.676,63378.2,,,,
873,07/28/14 10:55:20 AM,31.676,88178.4,,,,
874,07/28/14 10:55:30 AM,31.880,88178.4,,,,
875,07/28/14 10:55:40 AM,31.880,52355.9,,,,
876,07/28/14 10:55:50 AM,31.778,52355.9,,,,
877,07/28/14 10:56:00 AM,31.676,55111.5,,,,
878,07/28/14 10:56:10 AM,31.676,60622.6,,,,
879,07/28/14 10:56:20 AM,31.676,52355.9,,,,
880,07/28/14 10:56:30 AM,31.676,52355.9,,,,
881,07/28/14 10:56:40 AM,31.676,55111.5,,,,
882,07/28/14 10:56:50 AM,31.676,60622.6,,,,
883,07/28/14 10:57:00 AM,31.574,37200.2,,,,
884,07/28/14 10:57:10 AM,31.574,71644.9,,,,
885,07/28/14 10:57:20 AM,31.676,63378.2,,,,
886,07/28/14 10:57:30 AM,32.188,57867.0,,,,
887,07/28/14 10:57:40 AM,32.394,49600.3,,,,
888,07/28/14 10:57:50 AM,32.394,28933.5,,,,
889,07/28/14 10:58:00 AM,32.188,44089.2,,,,
890,07/28/14 10:58:10 AM,31.983,33066.9,,,,
891,07/28/14 10:58:20 AM,32.086,42711.4,,,,
892,07/28/14 10:58:30 AM,32.086,28933.5,,,,
893,07/28/14 10:58:40 AM,31.778,24800.2,,,,
894,07/28/14 10:58:50 AM,31.574,27555.7,,,,
895,07/28/14 10:59:00 AM,31.472,24800.2,,,,
896,07/28/14 10:59:10 AM,31.370,24800.2,,,,
897,07/28/14 10:59:20 AM,31.370,24800.2,,,,
898,07/28/14 10:59:30 AM,31.268,21355.7,,,,
899,07/28/14 10:59:40 AM,31.268,27555.7,,,,
900,07/28/14 10:59:50 AM,31.166,26178.0,,,,
901,07/28/14 11:00:00 AM,31.166,46844.8,,,,
902,07/28/14 11:00:10 AM,31.574,28933.5,,,,
903,07/28/14 11:00:20 AM,32.394,63378.2,,,,
904,07/28/14 11:00:30 AM,32.394,5511.1,,,,
905,07/28/14 11:00:40 AM,31.676,1722.2,,,,
906,07/28/14 11:00:50 AM,31.268,1550.0,,,,
907,07/28/14 11:01:00 AM,30.963,1463.9,,,,
908,07/28/14 11:01:10 AM,30.659,1463.9,,,,
909,07/28/14 11:01:20 AM,30.457,1463.9,,,,
910,07/28/14 11:01:30 AM,30.255,1463.9,,,,
911,07/28/14 11:01:40 AM,30.054,1463.9,,,,
912,07/28/14 11:01:50 AM,29.853,1463.9,,,,
913,07/28/14 11:02:00 AM,29.652,1463.9,,,,
914,07/28/14 11:02:10 AM,29.552,1463.9,,,,
915,07/28/14 11:02:20 AM,29.352,1463.9,,,,
916,07/28/14 11:02:30 AM,29.152,1463.9,,,,
917,07/28/14 11:02:40 AM,29.053,1463.9,,,,
918,07/28/14 11:02:50 AM,28.853,1377.8,,,,
919,07/28/14 11:03:00 AM,28.754,1377.8,,,,
920,07/28/14 11:03:10 AM,28.555,1377.8,,,,
921,07/28/14 11:03:20 AM,28.456,1463.9,,,,
922,07/28/14 11:03:30 AM,28.357,1216.3,,,,
923,07/28/14 11:03:40 AM,28.258,1463.9,,,,
924,07/28/14 11:03:50 AM,28.159,1463.9,,,,
925,07/28/14 11:04:00 AM,27.961,1463.9,,,,
926,07/28/14 11:04:10 AM,27.862,1001.0,,,,
927,07/28/14 11:04:20 AM,27.862,1033.3,,,,
928,07/28/14 11:04:30 AM,27.764,1076.4,,,,
929,07/28/14 11:04:40 AM,27.665,1119.5,,,,
930,07/28/14 11:04:50 AM,27.567,1151.7,,,,
931,07/28/14 11:05:00 AM,27.370,1151.7,,,,
932,07/28/14 11:05:10 AM,27.173,1162.5,,,,
933,07/28/14 11:05:20 AM,27.075,1205.6,,,,
934,07/28/14 11:05:30 AM,26.879,1097.9,,,,
935,07/28/14 11:05:40 AM,26.683,1194.8,,,,
936,07/28/14 11:05:50 AM,26.488,1194.8,,,,
937,07/28/14 11:06:00 AM,26.390,1205.6,,,,
938,07/28/14 11:06:10 AM,26.292,1205.6,,,,
939,07/28/14 11:06:20 AM,26.195,1151.7,,,,
940,07/28/14 11:06:30 AM,26.000,1194.8,,,,
941,07/28/14 11:06:40 AM,25.902,1194.8,,,,
942,07/28/14 11:06:50 AM,25.805,1184.0,,,,
943,07/28/14 11:07:00 AM,25.708,1184.0,,,,
944,07/28/14 11:07:10 AM,25.708,1173.3,,,,
945,07/28/14 11:07:20 AM,25.610,1162.5,,,,
946,07/28/14 11:07:30 AM,25.513,1151.7,,,,
947,07/28/14 11:07:40 AM,25.416,1162.5,,,,
948,07/28/14 11:07:50 AM,25.319,1119.5,,,,
949,07/28/14 11:08:00 AM,25.319,1097.9,,,,
950,07/28/14 11:08:10 AM,25.222,1076.4,,,,
951,07/28/14 11:08:20 AM,25.125,1054.9,,,,
952,07/28/14 11:08:30 AM,25.028,1044.1,,,,
953,07/28/14 11:08:40 AM,25.028,1033.3,,,,
954,07/28/14 11:08:50 AM,24.931,1033.3,,,,
955,07/28/14 11:09:00 AM,24.931,1033.3,,,,
956,07/28/14 11:09:10 AM,24.835,1022.6,,,,
957,07/28/14 11:09:20 AM,24.835,1022.6,,,,
958,07/28/14 11:09:30 AM,24.738,1011.8,,,,
959,07/28/14 11:09:40 AM,24.738,1011.8,,,,
960,07/28/14 11:09:50 AM,24.738,1011.8,,,,
961,07/28/14 11:10:00 AM,24.641,1011.8,,,,
962,07/28/14 11:10:10 AM,24.641,1022.6,,,,
963,07/28/14 11:10:20 AM,24.545,1022.6,,,,
964,07/28/14 11:10:30 AM,24.545,1022.6,,,,
965,07/28/14 11:10:40 AM,24.545,1022.6,,,,
966,07/28/14 11:10:50 AM,24.545,1033.3,,,,
967,07/28/14 11:11:00 AM,24.448,1044.1,,,,
968,07/28/14 11:11:10 AM,24.448,1044.1,,,,
969,07/28/14 11:11:20 AM,24.448,1054.9,,,,
970,07/28/14 11:11:30 AM,24.448,1087.2,,,,
971,07/28/14 11:11:40 AM,24.351,1130.2,,,,
972,07/28/14 11:11:50 AM,24.351,1194.8,,,,
973,07/28/14 11:12:00 AM,24.351,1270.1,,,,
974,07/28/14 11:12:10 AM,24.351,1313.2,,,,
975,07/28/14 11:12:20 AM,24.351,1345.5,,,,
976,07/28/14 11:12:30 AM,24.351,1377.8,,,,
977,07/28/14 11:12:40 AM,24.351,1377.8,,,,
978,07/28/14 11:12:50 AM,24.351,1377.8,,,,
979,07/28/14 11:13:00 AM,24.351,1377.8,,,,
980,07/28/14 11:13:10 AM,24.351,1377.8,,,,
981,07/28/14 11:13:20 AM,24.255,1377.8,,,,
982,07/28/14 11:13:30 AM,24.255,1377.8,,,,
983,07/28/14 11:13:40 AM,24.255,1248.6,,,,
984,07/28/14 11:13:50 AM,24.255,1194.8,,,,
985,07/28/14 11:14:00 AM,24.255,1302.4,,,,
986,07/28/14 11:14:10 AM,24.255,1291.7,,,,
987,07/28/14 11:14:20 AM,24.255,1345.5,,,,
988,07/28/14 11:14:30 AM,24.255,1313.2,,,,
989,07/28/14 11:14:40 AM,24.255,1151.7,,,,
990,07/28/14 11:14:50 AM,24.255,1227.1,,,,
991,07/28/14 11:15:00 AM,24.255,1194.8,,,,
992,07/28/14 11:15:10 AM,24.255,1173.3,,,,
993,07/28/14 11:15:20 AM,24.158,1130.2,,,,
994,07/28/14 11:15:30 AM,24.255,1162.5,,,,
995,07/28/14 11:15:40 AM,24.158,1173.3,,,,
996,07/28/14 11:15:50 AM,24.158,1205.6,,,,
997,07/28/14 11:16:00 AM,24.158,1151.7,,,,
998,07/28/14 11:16:10 AM,24.158,1097.9,,,,
999,07/28/14 11:16:20 AM,24.158,990.3,,,,
1000,07/28/14 11:16:30 AM,24.158,1033.3,,,,
1001,07/28/14 11:16:40 AM,24.158,1044.1,,,,
1002,07/28/14 11:16:50 AM,24.158,914.9,,,,
1003,07/28/14 11:17:00 AM,24.158,979.5,,,,
1004,07/28/14 11:17:10 AM,24.158,1001.0,,,,
1005,07/28/14 11:17:20 AM,24.158,979.5,,,,
1006,07/28/14 11:17:30 AM,24.158,947.2,,,,
1007,07/28/14 11:17:40 AM,24.158,958.0,,,,
1008,07/28/14 11:17:50 AM,24.158,947.2,,,,
1009,07/28/14 11:18:00 AM,24.158,861.1,,,,
1010,07/28/14 11:18:10 AM,24.062,785.8,,,,
1011,07/28/14 11:18:20 AM,24.062,721.2,,,,
1012,07/28/14 11:18:30 AM,24.062,710.4,,,,
1013,07/28/14 11:18:40 AM,24.062,645.8,,,,
1014,07/28/14 11:18:50 AM,24.062,936.5,,,,
1015,07/28/14 11:19:00 AM,23.966,1054.9,,,,
1016,07/28/14 11:19:10 AM,23.966,1044.1,,,,
1017,07/28/14 11:19:20 AM,23.966,1054.9,,,,
1018,07/28/14 11:19:30 AM,23.869,893.4,,,,
1019,07/28/14 11:19:40 AM,23.869,1001.0,,,,
1020,07/28/14 11:19:50 AM,23.869,1011.8,,,,
1021,07/28/14 11:20:00 AM,23.869,990.3,,,,
1022,07/28/14 11:20:10 AM,23.869,1033.3,,,,
1023,07/28/14 11:20:20 AM,23.773,1054.9,,,,
1024,07/28/14 11:20:30 AM,23.869,1141.0,,,,
1025,07/28/14 11:20:40 AM,23.869,1130.2,,,,
1026,07/28/14 11:20:50 AM,23.773,1173.3,,,,
1027,07/28/14 11:21:00 AM,23.773,1194.8,,,,
1028,07/28/14 11:21:10 AM,23.869,1205.6,,,,
1029,07/28/14 11:21:20 AM,23.773,1227.1,,,,
1030,07/28/14 11:21:30 AM,23.869,1237.9,,,,
1031,07/28/14 11:21:40 AM,23.773,1237.9,,,,
1032,07/28/14 11:21:50 AM,23.773,1237.9,,,,
1033,07/28/14 11:22:00 AM,23.773,1237.9,,,,
1034,07/28/14 11:22:10 AM,23.869,1237.9,,,,
1035,07/28/14 11:22:20 AM,23.773,1291.7,,,,
1036,07/28/14 11:22:30 AM,23.773,1280.9,,,,
1037,07/28/14 11:22:40 AM,23.869,1248.6,,,,
1038,07/28/14 11:22:50 AM,23.869,1259.4,,,,
1039,07/28/14 11:23:00 AM,23.869,1259.4,,,,
1040,07/28/14 11:23:10 AM,23.869,1280.9,,,,
1041,07/28/14 11:23:20 AM,23.869,1313.2,,,,
1042,07/28/14 11:23:30 AM,23.869,1291.7,,,,
1043,07/28/14 11:23:40 AM,23.869,1334.7,,,,
1044,07/28/14 11:23:50 AM,23.869,1334.7,,,,
1045,07/28/14 11:24:00 AM,23.869,1302.4,,,,
1046,07/28/14 11:24:10 AM,23.869,1302.4,,,,
1047,07/28/14 11:24:20 AM,23.869,1324.0,,,,
1048,07/28/14 11:24:30 AM,23.773,1356.3,,,,
1049,07/28/14 11:24:40 AM,23.773,1334.7,,,,
1050,07/28/14 11:24:50 AM,23.773,1313.2,,,,
1051,07/28/14 11:25:00 AM,23.773,1280.9,,,,
1052,07/28/14 11:25:10 AM,23.773,1248.6,,,,
1053,07/28/14 11:25:20 AM,23.773,1227.1,,,,
1054,07/28/14 11:25:30 AM,23.773,1205.6,,,,
1055,07/28/14 11:25:40 AM,23.773,1184.0,,,,
1056,07/28/14 11:25:50 AM,23.773,1184.0,,,,
1057,07/28/14 11:26:00 AM,23.773,1184.0,,,,
1058,07/28/14 11:26:10 AM,23.773,1184.0,,,,
1059,07/28/14 11:26:20 AM,23.677,1173.3,,,,
1060,07/28/14 11:26:30 AM,23.677,1162.5,,,,
1061,07/28/14 11:26:40 AM,23.677,1151.7,,,,
1062,07/28/14 11:26:50 AM,23.677,1141.0,,,,
1063,07/28/14 11:27:00 AM,23.677,1130.2,,,,
1064,07/28/14 11:27:10 AM,23.677,1130.2,,,,
1065,07/28/14 11:27:20 AM,23.677,1119.5,,,,
1066,07/28/14 11:27:30 AM,23.677,1130.2,,,,
1067,07/28/14 11:27:40 AM,23.677,1130.2,,,,
1068,07/28/14 11:27:50 AM,23.677,1141.0,,,,
1069,07/28/14 11:28:00 AM,23.677,1130.2,,,,
1070,07/28/14 11:28:10 AM,23.677,1184.0,,,,
1071,07/28/14 11:28:20 AM,23.677,1119.5,,,,
1072,07/28/14 11:28:30 AM,23.677,1151.7,,,,
1073,07/28/14 11:28:40 AM,23.677,1130.2,,,,
1074,07/28/14 11:28:50 AM,23.677,1205.6,,,,
1075,07/28/14 11:29:00 AM,23.677,1184.0,,,,
1076,07/28/14 11:29:10 AM,23.677,1141.0,,,,
1077,07/28/14 11:29:20 AM,23.677,1184.0,,,,
1078,07/28/14 11:29:30 AM,23.677,1184.0,,,,
1079,07/28/14 11:29:40 AM,23.677,1184.0,,,,
1080,07/28/14 11:29:50 AM,23.677,1173.3,,,,
1081,07/28/14 11:30:00 AM,23.677,1162.5,,,,
1082,07/28/14 11:30:10 AM,23.677,1184.0,,,,
1083,07/28/14 11:30:20 AM,23.677,1194.8,,,,
1084,07/28/14 11:30:30 AM,23.677,1173.3,,,,
1085,07/28/14 11:30:40 AM,23.677,1216.3,,,,
1086,07/28/14 11:30:50 AM,23.677,1302.4,,,,
1087,07/28/14 11:31:00 AM,23.677,1259.4,,,,
1088,07/28/14 11:31:10 AM,23.677,1237.9,,,,
1089,07/28/14 11:31:20 AM,23.677,1227.1,,,,
1090,07/28/14 11:31:30 AM,23.677,1216.3,,,,
1091,07/28/14 11:31:40 AM,23.677,1205.6,,,,
1092,07/28/14 11:31:50 AM,23.677,1205.6,,,,
1093,07/28/14 11:32:00 AM,23.677,1205.6,,,,
1094,07/28/14 11:32:10 AM,23.677,1216.3,,,,
1095,07/28/14 11:32:20 AM,23.677,1194.8,,,,
1096,07/28/14 11:32:30 AM,23.677,1054.9,,,,
1097,07/28/14 11:32:40 AM,23.677,1227.1,,,,
1098,07/28/14 11:32:50 AM,23.677,1227.1,,,,
1099,07/28/14 11:33:00 AM,23.677,1227.1,,,,
1100,07/28/14 11:33:10 AM,23.677,1227.1,,,,
1101,07/28/14 11:33:20 AM,23.677,1237.9,,,,
1102,07/28/14 11:33:30 AM,23.773,1216.3,,,,
1103,07/28/14 11:33:40 AM,23.677,1065.6,,,,
1104,07/28/14 11:33:50 AM,23.677,1248.6,,,,
1105,07/28/14 11:34:00 AM,23.773,14466.8,,,,
1106,07/28/14 11:34:10 AM,23.773,355.2,,,,
1107,07/28/14 11:34:20 AM,23.677,32.3,,,,
1108,07/28/14 11:34:30 AM,23.677,10.8,,,,
1109,07/28/14 11:34:40 AM,23.677,0.0,,,,
1110,07/28/14 11:34:50 AM,23.773,10.8,,,,
1111,07/28/14 11:35:00 AM,23.773,0.0,,,,
1112,07/28/14 11:35:10 AM,23.773,0.0,,,,
1113,07/28/14 11:35:20 AM,23.773,10.8,,,,
1114,07/28/14 11:35:30 AM,23.773,0.0,,,,
1115,07/28/14 11:35:40 AM,23.869,0.0,,,,
1116,07/28/14 11:35:50 AM,23.869,0.0,,,,
1117,07/28/14 11:36:00 AM,23.869,0.0,,,,
1118,07/28/14 11:36:10 AM,23.869,0.0,,,,
1119,07/28/14 11:36:20 AM,23.869,0.0,,,,
1120,07/28/14 11:36:30 AM,24.062,21.5,,,,
1121,07/28/14 11:36:40 AM,24.255,32.3,,,,
1122,07/28/14 11:36:50 AM,24.351,32.3,,,,
1123,07/28/14 11:37:00 AM,24.545,21.5,,,,
1124,07/28/14 11:37:10 AM,24.641,21.5,,,,
1125,07/28/14 11:37:20 AM,24.641,32.3,,,,
1126,07/28/14 11:37:30 AM,24.738,21.5,,,,
1127,07/28/14 11:37:40 AM,24.835,32.3,,,,
1128,07/28/14 11:37:50 AM,24.835,21.5,,,,
1129,07/28/14 11:38:00 AM,24.931,21.5,,,,
1130,07/28/14 11:38:10 AM,25.028,21.5,,,,
1131,07/28/14 11:38:20 AM,25.028,32.3,,,,
1132,07/28/14 11:38:30 AM,25.125,21.5,,,,
1133,07/28/14 11:38:40 AM,25.125,32.3,,,,
1134,07/28/14 11:38:50 AM,25.222,21.5,,,,
1135,07/28/14 11:39:00 AM,25.222,32.3,,,,
1136,07/28/14 11:39:10 AM,25.319,21.5,,,,
1137,07/28/14 11:39:20 AM,25.319,10.8,,,,
1138,07/28/14 11:39:30 AM,25.416,21.5,,,,
1139,07/28/14 11:39:40 AM,25.416,21.5,,,,
1140,07/28/14 11:39:50 AM,25.513,10.8,,,,
1141,07/28/14 11:40:00 AM,25.513,32.3,,,,
1142,07/28/14 11:40:10 AM,25.610,21.5,,,,
1143,07/28/14 11:40:20 AM,25.610,21.5,,,,
1144,07/28/14 11:40:30 AM,25.708,32.3,,,,
1145,07/28/14 11:40:40 AM,25.708,32.3,,,,
1146,07/28/14 11:40:50 AM,25.708,21.5,,,,
1147,07/28/14 11:41:00 AM,25.805,10.8,,,,
1148,07/28/14 11:41:10 AM,25.805,32.3,,,,
1149,07/28/14 11:41:20 AM,25.805,21.5,,,,
1150,07/28/14 11:41:30 AM,25.902,21.5,,,,
1151,07/28/14 11:41:40 AM,25.902,21.5,,,,
1152,07/28/14 11:41:50 AM,25.902,21.5,,,,
1153,07/28/14 11:42:00 AM,26.000,21.5,,,,
1154,07/28/14 11:42:10 AM,26.000,32.3,,,,
1155,07/28/14 11:42:20 AM,26.000,32.3,,,,
1156,07/28/14 11:42:30 AM,26.097,21.5,,,,
1157,07/28/14 11:42:40 AM,26.097,21.5,,,,
1158,07/28/14 11:42:50 AM,26.097,32.3,,,,
1159,07/28/14 11:43:00 AM,26.195,21.5,,,,
1160,07/28/14 11:43:10 AM,26.195,32.3,,,,
1161,07/28/14 11:43:20 AM,26.195,21.5,,,,
1162,07/28/14 11:43:30 AM,26.195,32.3,,,,
1163,07/28/14 11:43:40 AM,26.292,21.5,,,,
1164,07/28/14 11:43:50 AM,26.292,32.3,,,,
1165,07/28/14 11:44:00 AM,26.292,21.5,,,,
1166,07/28/14 11:44:10 AM,26.292,32.3,,,,
1167,07/28/14 11:44:20 AM,26.390,21.5,,,,
1168,07/28/14 11:44:30 AM,26.390,21.5,,,,
1169,07/28/14 11:44:40 AM,26.390,32.3,,,,
1170,07/28/14 11:44:50 AM,26.390,10.8,,,,
1171,07/28/14 11:45:00 AM,26.488,21.5,,,,
1172,07/28/14 11:45:10 AM,26.488,21.5,,,,
1173,07/28/14 11:45:20 AM,26.488,10.8,,,,
1174,07/28/14 11:45:30 AM,26.488,21.5,,,,
1175,07/28/14 11:45:40 AM,26.585,21.5,,,,
1176,07/28/14 11:45:50 AM,26.585,32.3,,,,
1177,07/28/14 11:46:00 AM,26.585,21.5,,,,
1178,07/28/14 11:46:10 AM,26.585,21.5,,,,
1179,07/28/14 11:46:20 AM,26.683,43.1,,,,
1180,07/28/14 11:46:30 AM,26.683,21.5,,,,
1181,07/28/14 11:46:40 AM,26.683,21.5,,,,
1182,07/28/14 11:46:50 AM,26.683,32.3,,,,
1183,07/28/14 11:47:00 AM,26.781,32.3,,,,
1184,07/28/14 11:47:10 AM,26.781,10.8,,,,
1185,07/28/14 11:47:20 AM,26.781,0.0,,,,
1186,07/28/14 11:47:30 AM,26.781,0.0,,,,
1187,07/28/14 11:47:40 AM,26.781,0.0,,,,
1188,07/28/14 11:47:50 AM,26.879,0.0,,,,
1189,07/28/14 11:48:00 AM,26.879,0.0,,,,
1190,07/28/14 11:48:10 AM,26.879,0.0,,,,
1191,07/28/14 11:48:20 AM,26.879,0.0,,,,
1192,07/28/14 11:48:30 AM,26.879,0.0,,,,
1193,07/28/14 11:48:40 AM,26.977,0.0,,,,
1194,07/28/14 11:48:50 AM,26.977,0.0,,,,
1195,07/28/14 11:49:00 AM,26.977,0.0,,,,
1196,07/28/14 11:49:10 AM,26.977,0.0,,,,
1197,07/28/14 11:49:20 AM,26.977,0.0,,,,
1198,07/28/14 11:49:30 AM,27.075,0.0,,,,
1199,07/28/14 11:49:40 AM,27.075,0.0,,,,
1200,07/28/14 11:49:50 AM,27.075,0.0,,,,
1201,07/28/14 11:50:00 AM,27.075,0.0,,,,
1202,07/28/14 11:50:10 AM,27.075,0.0,,,,
1203,07/28/14 11:50:20 AM,27.173,0.0,,,,
1204,07/28/14 11:50:30 AM,27.173,0.0,,,,
1205,07/28/14 11:50:40 AM,27.173,0.0,,,,
1206,07/28/14 11:50:50 AM,27.173,0.0,,,,
1207,07/28/14 11:51:00 AM,27.173,0.0,,,,
1208,07/28/14 11:51:10 AM,27.173,0.0,,,,
1209,07/28/14 11:51:20 AM,27.173,0.0,,,,
1210,07/28/14 11:51:30 AM,27.173,0.0,,,,
1211,07/28/14 11:51:40 AM,27.272,0.0,,,,
1212,07/28/14 11:51:50 AM,27.272,0.0,,,,
1213,07/28/14 11:52:00 AM,27.272,0.0,,,,
1214,07/28/14 11:52:10 AM,27.272,0.0,,,,
1215,07/28/14 11:52:20 AM,27.272,0.0,,,,
1216,07/28/14 11:52:30 AM,27.272,0.0,,,,
1217,07/28/14 11:52:40 AM,27.272,0.0,,,,
1218,07/28/14 11:52:50 AM,27.272,0.0,,,,
1219,07/28/14 11:53:00 AM,27.370,0.0,,,,
1220,07/28/14 11:53:10 AM,27.370,0.0,,,,
