"dateTime","temp","light"
2014-07-28 10:26:30,24.835,13777.9
2014-07-28 10:26:40,24.835,10333.4
2014-07-28 10:26:50,24.835,11022.3
2014-07-28 10:27:00,24.835,13777.9
2014-07-28 10:27:10,24.931,18600.1
2014-07-28 10:27:20,24.931,12400.1
2014-07-28 10:27:30,24.931,11711.2
2014-07-28 10:27:40,24.931,14466.8
2014-07-28 10:27:50,24.931,13089
2014-07-28 10:28:00,24.931,13089
