"dateTime","cameraHeading"
2014-07-28 10:26:34,193.5525
2014-07-28 10:26:39,196.04
2014-07-28 10:26:49,195.981
2014-07-28 10:26:59,194.859
2014-07-28 10:27:09,208.0175
2014-07-28 10:27:19,217.8065
2014-07-28 10:27:29,235.1125
2014-07-28 10:27:39,249.335
2014-07-28 10:27:49,267.226
2014-07-28 10:27:59,279.364
