"dateTime","lon","lat"
2014-07-28 10:26:32,7.328384,43.670647
2014-07-28 10:26:42,7.328339,43.670632
2014-07-28 10:26:52,7.32829,43.670615
2014-07-28 10:27:02,7.328265,43.670613
2014-07-28 10:27:12,7.328239,43.67061
2014-07-28 10:27:22,7.328225,43.670609
2014-07-28 10:27:32,7.32818,43.670606
2014-07-28 10:27:42,7.328153,43.670605
2014-07-28 10:27:52,7.328106,43.670598
