"dateTime","lon","lat"
2014-07-28 10:02:12,7.333293,43.671553
2014-07-28 10:02:22,7.333278,43.671545
2014-07-28 10:02:32,7.333251,43.671527
2014-07-28 10:02:42,7.333216,43.671529
2014-07-28 10:02:52,7.333198,43.671515
2014-07-28 10:03:02,7.333161,43.671509
2014-07-28 10:03:12,7.333129,43.671487
2014-07-28 10:03:22,7.333122,43.671477
2014-07-28 10:03:32,7.333088,43.671472
2014-07-28 10:03:42,7.333045,43.671464
2014-07-28 10:03:52,7.333007,43.671462
2014-07-28 10:04:02,7.333017,43.671456
