"dateTime","temp","light"
2014-07-28 10:02:20,25.319,6544.5
2014-07-28 10:02:30,25.319,5511.1
2014-07-28 10:02:40,25.319,7577.8
2014-07-28 10:02:50,25.319,6544.5
2014-07-28 10:03:00,25.319,5166.7
2014-07-28 10:03:10,25.222,6200
2014-07-28 10:03:20,25.222,7577.8
2014-07-28 10:03:30,25.222,9644.5
2014-07-28 10:03:40,25.222,8266.7
2014-07-28 10:03:50,25.222,7577.8
2014-07-28 10:04:00,25.222,5511.1
2014-07-28 10:04:10,25.125,7233.4
